context_before,equation,context_after,eq_type,paper_number,paper_type,equation_len,equation_en,complete,rouge_scores,rouge_2,context_quality
,$ q_2\in Q_2 $,", then one of the following conditions is satisfied :",0,2308.04786,arxiv2023,14, q subscript 2 in Q subscript 2 ,1,"{'rouge1': Score(precision=0.7142857142857143, recall=1.0, fmeasure=0.8333333333333333), 'rouge2': Score(precision=0.3333333333333333, recall=0.5, fmeasure=0.4), 'rougeL': Score(precision=0.7142857142857143, recall=1.0, fmeasure=0.8333333333333333)}",0.4,Good
,$ \log p_i $,"is quadratic , and its second derivative is constant . We have assumed non-Gaussianity , so",0,2302.02672,arxiv2023,12, logarithm of p subscript i ,1,"{'rouge1': Score(precision=0.4, recall=0.6666666666666666, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=0.6666666666666666, fmeasure=0.5)}",0.0,Bad
becomes equality on the functions,"$ f=f_ { e , h } $",. From Theorem~,0,2307.06188,arxiv2023,18, f equals f subscript open brace e comma h close brace ,1,"{'rouge1': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333)}",0.0,Bad
This ensures that,$ 2\kappa \geq \kappa $,so Theorem,0,2308.0429,arxiv2023,23, 2 kappa greater than or equal to kappa ,1,"{'rouge1': Score(precision=0.375, recall=0.75, fmeasure=0.5), 'rouge2': Score(precision=0.14285714285714285, recall=0.3333333333333333, fmeasure=0.2), 'rougeL': Score(precision=0.375, recall=0.75, fmeasure=0.5)}",0.2,Good
&,$ 0.02248\pm0.00016 $,& 0.0225,0,2311.03028,arxiv2023,21, 0 point 02248 plus or minus 0 point 00016 ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=0.75, fmeasure=0.46153846153846156), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=0.75, fmeasure=0.46153846153846156)}",0.0,Bad
i,"$ , denote the obtained coefficient estimates as $",,0,2302.1343,arxiv2023,50, comma denote the obtained coefficient estimates as ,1,"{'rouge1': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923), 'rouge2': Score(precision=0.8333333333333334, recall=1.0, fmeasure=0.9090909090909091), 'rougeL': Score(precision=0.8571428571428571, recall=1.0, fmeasure=0.923076923076923)}",0.9090909090909091,Good
if for any open or closed half-space,$ E_+ \subset \mathbb { E } ^d $,the induced homomorphism,0,2309.12728,arxiv2023,32, E subscript plus strict subset of blackboard bold font open brace E close brace to the power of d ,1,"{'rouge1': Score(precision=0.21052631578947367, recall=0.8, fmeasure=0.3333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.21052631578947367, recall=0.8, fmeasure=0.3333333333333333)}",0.0,Bad
&,$ -0.21\pm0.14 $,,0,2301.09727,arxiv2023,16, minus 0 point 21 plus or minus 0 point 14 ,1,"{'rouge1': Score(precision=0.3, recall=0.75, fmeasure=0.4285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=0.75, fmeasure=0.4285714285714285)}",0.0,Bad
,"$ \Sigma ( g_1 , g_2 ) =\Sigma ( g_2 , g_1 ) ^ { -1 } $",for all,0,2305.1178,arxiv2023,55, Sigma open parenthesis g subscript 1 comma g subscript 2 close parenthesis equals Sigma open parenthesis g subscript 2 comma g subscript 1 close parenthesis to the power of open brace minus 1 close brace ,1,"{'rouge1': Score(precision=0.3142857142857143, recall=1.0, fmeasure=0.4782608695652174), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3142857142857143, recall=1.0, fmeasure=0.4782608695652174)}",0.0,Bad
08,$ ^ { +0.14 } _ { -0.04 } $,,0,2304.02036,arxiv2023,27, to the power of open brace plus 0 point 14 close brace subscript open brace minus 0 point 04 close brace ,1,"{'rouge1': Score(precision=0.19047619047619047, recall=1.0, fmeasure=0.32), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.19047619047619047, recall=1.0, fmeasure=0.32)}",0.0,Bad
,$ = { 4\pi } { ( |f_2|^2-|f_1|^2 ) } $,". So , we follow from",0,2309.14878,arxiv2023,38, equals open brace 4 pi close brace open brace open parenthesis vertical bar f subscript 2 vertical bar to the power of 2 minus vertical bar f subscript 1 vertical bar to the power of 2 close parenthesis close brace ,1,"{'rouge1': Score(precision=0.2, recall=1.0, fmeasure=0.33333333333333337), 'rouge2': Score(precision=0.02564102564102564, recall=0.14285714285714285, fmeasure=0.043478260869565216), 'rougeL': Score(precision=0.2, recall=1.0, fmeasure=0.33333333333333337)}",0.043478260869565216,Bad
in the spatial frame of reference,$ z=k ( x-ct ) $,we arrive at the linear evolution equation % With change of coordinates,0,2305.08128,arxiv2023,16, z equals k open parenthesis x minus ct close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
&,$ 1.768 \cdot 10^ { -3 } $,&,0,2310.02276,arxiv2023,26, 1 point 768 times 10 to the power of open brace minus 3 close brace ,1,"{'rouge1': Score(precision=0.26666666666666666, recall=0.8, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.26666666666666666, recall=0.8, fmeasure=0.4)}",0.0,Bad
if there is a nonempty open interval,"$ I\subset ( 0,1 ) $",such that,0,2302.04805,arxiv2023,20, I strict subset of open parenthesis 0 comma 1 close parenthesis ,1,"{'rouge1': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.36363636363636365, recall=1.0, fmeasure=0.5333333333333333)}",0.0,Bad
such that,$ a \leq Y \leq b $,",",0,2301.0981,arxiv2023,19, a less than or equal to Y less than or equal to b ,1,"{'rouge1': Score(precision=0.23076923076923078, recall=0.6, fmeasure=0.33333333333333337), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.23076923076923078, recall=0.6, fmeasure=0.33333333333333337)}",0.0,Bad
is the time in the burst source frame corresponding to observed time,$ t_ { \rm } $,and,0,2303.00898,arxiv2023,14, t subscript open brace roman close brace ,1,"{'rouge1': Score(precision=0.14285714285714285, recall=0.5, fmeasure=0.22222222222222224), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.5, fmeasure=0.22222222222222224)}",0.0,Bad
and,$ H_2^ { ( \omega ) } $,", then",0,2307.16721,arxiv2023,23, H subscript 2 to the power of open brace open parenthesis omega close parenthesis close brace ,1,"{'rouge1': Score(precision=0.1875, recall=1.0, fmeasure=0.3157894736842105), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1875, recall=1.0, fmeasure=0.3157894736842105)}",0.0,Bad
where,$ e_t\notin E_C $,. We call the vertex,0,2301.11761,arxiv2023,17, e subscript t not in E subscript C ,1,"{'rouge1': Score(precision=0.5, recall=0.8, fmeasure=0.6153846153846154), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.8, fmeasure=0.6153846153846154)}",0.0,Bad
where,$ x=\psi ( a ) \infty $,. This requires a delicate analytic estimate relying on the Fourier expansion of automorphic forms and is responsible for the fact that we only get,0,2305.18625,arxiv2023,23, x equals psi open parenthesis a close parenthesis infty ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4444444444444444, recall=1.0, fmeasure=0.6153846153846153)}",0.0,Bad
These eigenvalues correspond to the roots of the form,$ x^2 - B_\pm v^2 $,which each have multiplicity,0,2312.0997,arxiv2023,19, x to the power of 2 minus B subscript plus or minus v to the power of 2 ,1,"{'rouge1': Score(precision=0.2777777777777778, recall=0.8333333333333334, fmeasure=0.4166666666666667), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2777777777777778, recall=0.8333333333333334, fmeasure=0.4166666666666667)}",0.0,Bad
to,$ i_ { b-1 } $,over,0,2304.00373,arxiv2023,14, i subscript open brace b minus 1 close brace ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
,"$ \alpha , \ , \beta\in\ { e , \ , \mu , \ , \tau\ } $",; the SM Higgs and the inert scalar doublets are parameterised as :,0,2311.08297,arxiv2023,54, alpha comma comma beta in open brace e comma comma mu comma comma tau close brace ,1,"{'rouge1': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454), 'rouge2': Score(precision=0.06666666666666667, recall=0.2, fmeasure=0.1), 'rougeL': Score(precision=0.375, recall=1.0, fmeasure=0.5454545454545454)}",0.1,Bad
and,$ A_ { ik } = -A_ { ki } $,"are statistically independent and Gaussian distributed , with",0,2305.01229,arxiv2023,26, A subscript open brace ik close brace equals minus A subscript open brace ki close brace ,1,"{'rouge1': Score(precision=0.25, recall=1.0, fmeasure=0.4), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=1.0, fmeasure=0.4)}",0.0,Bad
and,$ y\in \partial Y_ { k+1 } $,. Let,0,2305.08512,arxiv2023,28, y in partial Y subscript open brace k plus 1 close brace ,1,"{'rouge1': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rouge2': Score(precision=0.2727272727272727, recall=0.6, fmeasure=0.37499999999999994), 'rougeL': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666)}",0.37499999999999994,Good
we recommend,$ \tau=14 $,for VGG-16 and,0,2302.02091,arxiv2023,11, tau equals 14 ,1,"{'rouge1': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.6666666666666666, recall=1.0, fmeasure=0.8)}",0.0,Bad
the curvature threshold,$ { { \mu } _ { curv } } =0.7 $,", and the scale factors",0,2309.05209,arxiv2023,31, open brace open brace mu close brace subscript open brace curv close brace close brace equals 0 point 7 ,1,"{'rouge1': Score(precision=0.21052631578947367, recall=1.0, fmeasure=0.34782608695652173), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.21052631578947367, recall=1.0, fmeasure=0.34782608695652173)}",0.0,Bad
such that,"$ T_ { 1,1 } /\omega_m $",reaching a value of approximately,0,2312.09936,arxiv2023,24, T subscript open brace 1 comma 1 close brace divided by omega subscript m ,1,"{'rouge1': Score(precision=0.35714285714285715, recall=1.0, fmeasure=0.5263157894736842), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.35714285714285715, recall=1.0, fmeasure=0.5263157894736842)}",0.0,Bad
The two possible roots of,$ p ( \eta ) $,for,0,2301.13548,arxiv2023,14, p open parenthesis eta close parenthesis ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
and,$ \sigma ( \gamma_i ) = \gamma_i $,for all,0,2309.14522,arxiv2023,34, sigma open parenthesis gamma subscript i close parenthesis equals gamma subscript i ,1,"{'rouge1': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471)}",0.0,Bad
is a sphere where,$ \xi\cdot\xi=-1 $,", while the sphere of radius",0,2307.12031,arxiv2023,18, xi times xi equals minus 1 ,1,"{'rouge1': Score(precision=0.5, recall=0.75, fmeasure=0.6), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5, recall=0.75, fmeasure=0.6)}",0.0,Bad
,$ ( i_G ) _ * $,sends irreducible local systems attached to the two-sided cell,0,2305.07788,arxiv2023,15, open parenthesis i subscript G close parenthesis subscript times ,1,"{'rouge1': Score(precision=0.2222222222222222, recall=1.0, fmeasure=0.3636363636363636), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2222222222222222, recall=1.0, fmeasure=0.3636363636363636)}",0.0,Bad
&,$ -0.444\pm 0.012 $,,0,2311.10423,arxiv2023,19, minus 0 point 444 plus or minus 0 point 012 ,1,"{'rouge1': Score(precision=0.4, recall=0.8, fmeasure=0.5333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=0.8, fmeasure=0.5333333333333333)}",0.0,Bad
,$ ( inside the integral $,I_2,0,2309.1026,arxiv2023,25, open parenthesis inside the integral ,1,"{'rouge1': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999), 'rouge2': Score(precision=0.5, recall=1.0, fmeasure=0.6666666666666666), 'rougeL': Score(precision=0.6, recall=1.0, fmeasure=0.7499999999999999)}",0.6666666666666666,Good
where the last inequality follows from the fact that,"$ U-X- ( Y_1 , Y_2 ) $",implies,0,2302.14518,arxiv2023,22, U minus X minus open parenthesis Y subscript 1 comma Y subscript 2 close parenthesis ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
such that,"$ S_b ( h_n , h_n , h ) \to 0 $",when,0,2303.02619,arxiv2023,31, S subscript b open parenthesis h subscript n comma h subscript n comma h close parenthesis tends to 0 ,1,"{'rouge1': Score(precision=0.47368421052631576, recall=1.0, fmeasure=0.6428571428571429), 'rouge2': Score(precision=0.05555555555555555, recall=0.125, fmeasure=0.07692307692307691), 'rougeL': Score(precision=0.47368421052631576, recall=1.0, fmeasure=0.6428571428571429)}",0.07692307692307691,Bad
the payoff is,$ \xi_T=g_T ( S_T ) $,where,0,2311.08871,arxiv2023,21, xi subscript T equals g subscript T open parenthesis S subscript T close parenthesis ,1,"{'rouge1': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6)}",0.0,Bad
bidder must bid truthfully so,$ b_2'=v_2 $,", and it must satisfy",0,2312.04351,arxiv2023,12, b subscript 2' equals v subscript 2 ,1,"{'rouge1': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.5714285714285714, recall=1.0, fmeasure=0.7272727272727273)}",0.0,Bad
,$ \lambda ( p_i ; x_i ) $,", by calculating the fraction of",0,2305.14913,arxiv2023,25, lambda open parenthesis p subscript i semicolon x subscript i close parenthesis ,1,"{'rouge1': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4166666666666667, recall=1.0, fmeasure=0.5882352941176471)}",0.0,Bad
and,"$ c_ { j , d } ( \beta ) $",are constants only depending on,0,2301.03482,arxiv2023,26, c subscript open brace j comma d close brace open parenthesis beta close parenthesis ,1,"{'rouge1': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2857142857142857, recall=1.0, fmeasure=0.4444444444444445)}",0.0,Bad
to the,$ GIC_ { a_n } $,"problem is the true model . Nevertheless , these conditions involve random quantities and must be shown to be satisfied ´´in a set of high probability '' , yielding a",0,2309.01764,arxiv2023,16, GIC subscript open brace a subscript n close brace ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
such that,$ f^ * \Omega=\xi ( f ) \Omega $,for every,0,2310.01303,arxiv2023,32, f to the power of times Omega equals xi open parenthesis f close parenthesis Omega ,1,"{'rouge1': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3333333333333333, recall=1.0, fmeasure=0.5)}",0.0,Bad
&,$ 59.8\pm 0.1 $,&,0,2309.05342,arxiv2023,15, 59 point 8 plus or minus 0 point 1 ,1,"{'rouge1': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4444444444444444, recall=0.8, fmeasure=0.5714285714285714)}",0.0,Bad
Suppose that,"$ \beta_X = ( 1,2,3,4 ) , \beta_V = ( 6,7,8,9,10 ) , \beta_Z = 5 $",",",0,2312.06204,arxiv2023,66, beta subscript X equals open parenthesis 1 comma 2 comma 3 comma 4 close parenthesis comma beta subscript V equals open parenthesis 6 comma 7 comma 8 comma 9 comma 10 close parenthesis comma beta subscript Z equals 5 ,1,"{'rouge1': Score(precision=0.41025641025641024, recall=1.0, fmeasure=0.5818181818181819), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.41025641025641024, recall=1.0, fmeasure=0.5818181818181819)}",0.0,Bad
The eigenvalue,$ \frac { 28 } 9 $,however does not correspond to a local operator,0,2304.06755,arxiv2023,18, frac open brace 28 close brace 9 ,1,"{'rouge1': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.42857142857142855, recall=1.0, fmeasure=0.6)}",0.0,Bad
em by,$ C_0 ( X ) _L $,the collection of,0,2311.15347,arxiv2023,16, C subscript 0 open parenthesis X close parenthesis subscript L ,1,"{'rouge1': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.4, recall=1.0, fmeasure=0.5714285714285715)}",0.0,Bad
